0.00000000e+00	5.50500823e-02
3.05175781e+00	2.15301057e-02
6.10351562e+00	1.79660494e-02
9.15527344e+00	2.62945623e-02
1.22070312e+01	4.97060677e-02
1.52587891e+01	7.33597633e-02
1.83105469e+01	1.95467544e-01
2.13623047e+01	1.96153334e-01
2.44140625e+01	8.62910886e-02
2.74658203e+01	2.29681282e-01
3.05175781e+01	4.82719180e-01
3.35693359e+01	2.22984723e-01
3.66210938e+01	4.02279850e-01
3.96728516e+01	9.22780111e-01
4.27246094e+01	1.00000000e+00
4.57763672e+01	4.71022694e-01
4.88281250e+01	1.08452427e-01
5.18798828e+01	8.68429816e-02
5.49316406e+01	1.36269924e-01
5.79833984e+01	1.69523865e-01
6.10351562e+01	1.54409009e-01
6.40869141e+01	8.78948035e-02
6.71386719e+01	2.30663435e-02
7.01904297e+01	5.73964356e-03
7.32421875e+01	1.31503096e-02
7.62939453e+01	4.59085919e-03
7.93457031e+01	3.64370169e-02
8.23974609e+01	5.07463083e-02
8.54492188e+01	3.96822963e-02
8.85009766e+01	7.61308193e-02
9.15527344e+01	9.32136247e-02
9.46044922e+01	4.32292472e-02
9.76562500e+01	8.18042562e-03
1.00708008e+02	2.70036094e-02
1.03759766e+02	4.37035167e-02
1.06811523e+02	5.21422056e-02
1.09863281e+02	5.22857548e-02
1.12915039e+02	4.30932005e-02
1.15966797e+02	2.28338070e-02
1.19018555e+02	2.26594181e-02
1.22070312e+02	3.83499056e-02
1.25122070e+02	3.66498354e-02
1.28173828e+02	2.88580239e-02
1.31225586e+02	2.55076176e-02
1.34277344e+02	1.96689071e-02
1.37329102e+02	1.36254410e-02
1.40380859e+02	1.02695500e-02
1.43432617e+02	6.27605870e-03
1.46484375e+02	2.02382686e-03
1.49536133e+02	3.74692770e-03
1.52587891e+02	3.58462115e-03
1.55639648e+02	7.14589557e-03
1.58691406e+02	9.11965869e-03
1.61743164e+02	6.79261169e-03
1.64794922e+02	2.64485378e-03
1.67846680e+02	6.53110042e-03
1.70898438e+02	1.79348156e-02
1.73950195e+02	2.54924743e-02
1.77001953e+02	2.55839890e-02
1.80053711e+02	1.89137703e-02
1.83105469e+02	1.18648814e-02
1.86157227e+02	9.72536837e-03
1.89208984e+02	1.16910469e-02
1.92260742e+02	1.54990601e-02
1.95312500e+02	1.63020995e-02
1.98364258e+02	1.45418296e-02
