0.00000000e+00	9.60932502e-02
3.05175781e+00	3.06437621e-02
6.10351562e+00	1.75730471e-02
9.15527344e+00	1.09272352e-02
1.22070312e+01	1.90498735e-02
1.52587891e+01	5.99364791e-02
1.83105469e+01	7.64047905e-02
2.13623047e+01	5.94460285e-02
2.44140625e+01	8.00206708e-02
2.74658203e+01	1.03327402e-01
3.05175781e+01	1.16940790e-01
3.35693359e+01	1.02542744e-01
3.66210938e+01	8.70943869e-02
3.96728516e+01	1.26117402e-01
4.27246094e+01	3.62519023e-01
4.57763672e+01	2.80443298e-01
4.88281250e+01	7.82882233e-02
5.18798828e+01	1.29863660e-01
5.49316406e+01	3.98024784e-01
5.79833984e+01	6.58085819e-01
6.10351562e+01	7.39297130e-01
6.40869141e+01	6.68792807e-01
6.71386719e+01	1.00000000e+00
7.01904297e+01	7.65700898e-01
7.32421875e+01	3.46467792e-01
7.62939453e+01	9.62116083e-02
7.93457031e+01	2.28430248e-01
8.23974609e+01	1.59865226e-01
8.54492188e+01	1.04316792e-01
8.85009766e+01	1.56112952e-01
9.15527344e+01	1.21174143e-01
9.46044922e+01	1.21656342e-01
9.76562500e+01	7.91939003e-02
1.00708008e+02	5.60447975e-02
1.03759766e+02	4.26383658e-02
1.06811523e+02	2.36435750e-02
1.09863281e+02	1.46771677e-02
1.12915039e+02	2.02596421e-02
1.15966797e+02	7.67527025e-03
1.19018555e+02	7.22390796e-03
1.22070312e+02	1.26550729e-02
1.25122070e+02	6.46437268e-03
1.28173828e+02	1.23625844e-02
1.31225586e+02	2.01544387e-02
1.34277344e+02	1.59748921e-02
1.37329102e+02	3.80609971e-03
1.40380859e+02	5.92104367e-03
1.43432617e+02	1.37912111e-02
1.46484375e+02	2.50520628e-02
1.49536133e+02	2.92815857e-02
1.52587891e+02	2.93271307e-02
1.55639648e+02	2.50127493e-02
1.58691406e+02	1.63513954e-02
1.61743164e+02	2.53776175e-02
1.64794922e+02	3.47784106e-02
1.67846680e+02	4.32948912e-02
1.70898438e+02	5.32235800e-02
1.73950195e+02	5.97462984e-02
1.77001953e+02	6.19889720e-02
1.80053711e+02	6.88786308e-02
1.83105469e+02	7.61292241e-02
1.86157227e+02	8.64443619e-02
1.89208984e+02	9.52336141e-02
1.92260742e+02	1.01669865e-01
1.95312500e+02	1.02390624e-01
1.98364258e+02	9.75292491e-02
