0.00000000e+00	3.06886128e-01
3.05175781e+00	2.87633069e-01
6.10351562e+00	2.64273287e-01
9.15527344e+00	2.05614803e-01
1.22070312e+01	1.46332471e-01
1.52587891e+01	1.07247347e-01
1.83105469e+01	8.61365245e-02
2.13623047e+01	6.65125480e-02
2.44140625e+01	5.34007091e-02
2.74658203e+01	4.56972049e-02
3.05175781e+01	4.22456059e-02
3.35693359e+01	4.07814929e-02
3.66210938e+01	4.67591117e-02
3.96728516e+01	5.94925075e-02
4.27246094e+01	1.15750011e-01
4.57763672e+01	3.13924102e-01
4.88281250e+01	3.92944004e-01
5.18798828e+01	5.42220834e-01
5.49316406e+01	6.95947296e-01
5.79833984e+01	9.02813394e-01
6.10351562e+01	1.00000000e+00
6.40869141e+01	7.33549129e-01
6.71386719e+01	3.90904033e-01
7.01904297e+01	2.56564237e-01
7.32421875e+01	9.68931168e-02
7.62939453e+01	8.66659506e-02
7.93457031e+01	1.76480730e-01
8.23974609e+01	1.78248470e-01
8.54492188e+01	1.65173261e-01
8.85009766e+01	1.42671291e-01
9.15527344e+01	2.12273592e-01
9.46044922e+01	2.13016838e-01
9.76562500e+01	1.90196959e-01
1.00708008e+02	1.70362743e-01
1.03759766e+02	1.54625448e-01
1.06811523e+02	1.39229375e-01
1.09863281e+02	1.45304935e-01
1.12915039e+02	1.53859699e-01
1.15966797e+02	1.52479124e-01
1.19018555e+02	1.29763438e-01
1.22070312e+02	9.73811595e-02
1.25122070e+02	8.06374499e-02
1.28173828e+02	1.04683304e-01
1.31225586e+02	1.32214184e-01
1.34277344e+02	1.49826744e-01
1.37329102e+02	1.41375731e-01
1.40380859e+02	1.15982207e-01
1.43432617e+02	1.02191432e-01
1.46484375e+02	1.15829165e-01
1.49536133e+02	1.30287285e-01
1.52587891e+02	1.30027529e-01
1.55639648e+02	1.16981911e-01
1.58691406e+02	9.11376982e-02
1.61743164e+02	6.05436915e-02
1.64794922e+02	3.43162593e-02
1.67846680e+02	1.21321111e-02
1.70898438e+02	1.25370299e-02
1.73950195e+02	3.64535130e-02
1.77001953e+02	5.90651502e-02
1.80053711e+02	7.42367840e-02
1.83105469e+02	7.56867969e-02
1.86157227e+02	6.30374700e-02
1.89208984e+02	3.71582280e-02
1.92260742e+02	2.24882360e-02
1.95312500e+02	5.08165303e-02
1.98364258e+02	7.53772573e-02
