0.00000000e+00	5.21739509e-02
3.05175781e+00	5.84903356e-02
6.10351562e+00	1.68175679e-01
9.15527344e+00	2.17426545e-01
1.22070312e+01	2.63228050e-01
1.52587891e+01	1.93744099e-02
1.83105469e+01	2.55444744e-01
2.13623047e+01	2.97546155e-01
2.44140625e+01	6.68619680e-02
2.74658203e+01	1.27332860e-01
3.05175781e+01	7.54532892e-02
3.35693359e+01	1.26498878e-01
3.66210938e+01	2.58180982e-01
3.96728516e+01	2.23619592e-01
4.27246094e+01	2.32086089e-01
4.57763672e+01	1.58314407e-01
4.88281250e+01	9.35705170e-02
5.18798828e+01	2.75149751e-01
5.49316406e+01	4.82585008e-01
5.79833984e+01	6.96445577e-01
6.10351562e+01	8.59204005e-01
6.40869141e+01	9.64130666e-01
6.71386719e+01	1.00000000e+00
7.01904297e+01	9.74754574e-01
7.32421875e+01	9.15729007e-01
7.62939453e+01	7.80178166e-01
7.93457031e+01	6.77040845e-01
8.23974609e+01	5.94662730e-01
8.54492188e+01	4.90348268e-01
8.85009766e+01	3.96148038e-01
9.15527344e+01	3.34608743e-01
9.46044922e+01	3.19436327e-01
9.76562500e+01	3.38385154e-01
1.00708008e+02	3.73044988e-01
1.03759766e+02	4.11107906e-01
1.06811523e+02	4.43470726e-01
1.09863281e+02	4.60124193e-01
1.12915039e+02	4.42922149e-01
1.15966797e+02	4.19975367e-01
1.19018555e+02	3.78837624e-01
1.22070312e+02	3.26110711e-01
1.25122070e+02	2.72205402e-01
1.28173828e+02	2.29885024e-01
1.31225586e+02	2.10254200e-01
1.34277344e+02	2.26994171e-01
1.37329102e+02	2.70733562e-01
1.40380859e+02	3.30219947e-01
1.43432617e+02	3.92821845e-01
1.46484375e+02	4.51646773e-01
1.49536133e+02	4.91898148e-01
1.52587891e+02	5.23110151e-01
1.55639648e+02	5.38405167e-01
1.58691406e+02	5.41460342e-01
1.61743164e+02	5.22770225e-01
1.64794922e+02	4.89755185e-01
1.67846680e+02	4.44358481e-01
1.70898438e+02	3.92594320e-01
1.73950195e+02	3.38768199e-01
1.77001953e+02	2.98877254e-01
1.80053711e+02	2.80170130e-01
1.83105469e+02	2.95056577e-01
1.86157227e+02	3.30891203e-01
1.89208984e+02	3.76554867e-01
1.92260742e+02	4.24945419e-01
1.95312500e+02	4.61536229e-01
1.98364258e+02	4.83808658e-01
